USStreet|USCity|USState|USStateID|Date
Pacific Hwy S|Salt Lake City|Illinois|ID|11-10-2008
East 1st Street|Little Rock|New Hampshire|KY|19-06-2007
Jean de la Fontaine|Olympia|California|OH|05-02-2008
Carpinteria Avenue|Jackson|Missouri|DE|02-07-2008
Calle Real|Columbus|Alaska|AR|16-04-2007
Camelback Rd|Salem|Montana|KS|25-08-2008
Carpinteria North|Concord|Arkansas|NC|28-07-2007
East Main Street|Lincoln|West Virginia|MT|22-08-2008
Timberlane Drive|Madison|Tennessee|DE|18-01-2008
San Marcos|Honolulu|Mississippi|OK|02-09-2008
El Camino Real|Phoenix|Louisiana|NJ|30-12-2007
Lawrenceville Suwanee|Springfield|North Carolina|IA|14-08-2008
Santa Ana Freeway|Tallahassee|Oklahoma|WI|17-07-2008
Bowles Avenue|Jefferson City|Oregon|WI|25-10-2008
Harbor Dr|Charleston|New York|WA|26-04-2007
Katella Avenue|Bismarck|Arkansas|WI|14-09-2007
Burnett Road|Indianapolis|Michigan|HI|03-08-2007
North Broadway Street|Frankfort|Arkansas|CA|18-02-2008
Richmond Hill|Providence|Alabama|HI|26-11-2008
French Camp Turnpike Roa|d               Columbus|New Mexico|NJ|17-03-2008
Jean de la Fontaine|Frankfort|Nevada|IL|27-12-2008
Lake Tahoe Blvd.|Salt Lake City|Kansas|ND|18-04-2008
Camelback Rd|Bismarck|Texas|NM|03-11-2008
Lindbergh Blvd|Saint Paul|Nebraska|LA|20-08-2008
French Camp Turnpike Roa|d               Indianapolis|Ohio|DE|13-06-2007
Fairview Avenue|Carson City|Louisiana|IN|20-12-2007
E Fowler Avenue|Santa Fe|Wisconsin|AZ|04-10-2008
Cabrillo Highway|Saint Paul|Louisiana|KS|03-06-2008
San Simeon|Nashville|Rhode Island|NC|19-09-2007
Timberlane Drive|Jackson|Hawaii|KS|17-03-2007
Cerrillos Road|Indianapolis|North Dakota|ME|30-01-2007
Via Real|Olympia|Missouri|RI|09-04-2007
Richmond Hill|Frankfort|Iowa|NC|13-11-2007
Santa Rosa South|Austin|New Jersey|ME|18-12-2007
Bailard Avenue|Cheyenne|South Carolina|IN|20-10-2007
East Fry Blvd.|Richmond|Texas|ND|06-02-2007
S Rustle St|Bismarck|Delaware|ME|11-08-2008
El Camino Real|Little Rock|Nebraska|NH|28-11-2007
Corona Del Mar|Honolulu|Connecticut|LA|06-06-2008
Harry S Truman Blvd|Jackson|Vermont|MI|13-07-2008
Greenwood Road|Boston|Maine|CO|25-01-2007
South Roosevelt Drive|Montpelier|New Jersey|PA|08-12-2007
E Fowler Avenue|Boise|Louisiana|ND|23-07-2007
Castillo Drive|Providence|Illinois|MT|04-08-2008
Santa Monica Road|Sacramento|Utah|NV|21-01-2007
Burnett Road|Honolulu|Arizona|NY|06-07-2008
Jean de la Fontaine|Tallahassee|Ohio|FL|03-08-2007
Timberlane Drive|Hartford|Oregon|WA|06-11-2007
Via Real|Harrisburg|Vermont|LA|13-02-2007
Jones Road|Carson City|Oregon|NV|26-10-2008
Monroe Street|Salt Lake City|South Carolina|GA|15-10-2007
Cerrillos Road|Columbus|Hawaii|VT|18-06-2007
S Rustle St|Saint Paul|Idaho|MI|01-10-2007
French Camp Turnpike Roa|d               Charleston|Rhode Island|KY|09-01-2007
Burnett Road|Madison|Hawaii|RI|24-05-2008
Lindbergh Blvd|Salt Lake City|Iowa|VT|13-12-2007
East Calle Primera|Tallahassee|Pennsylvania|WY|23-01-2007
Lindbergh Blvd|Olympia|Minnesota|AK|08-06-2008
Newbury Road|Olympia|Rhode Island|WA|10-09-2008
Camelback Rd|Frankfort|Maine|NY|28-03-2007
Jones Road|Augusta|Pennsylvania|TN|27-01-2007
Santa Rosa South|Cheyenne|Louisiana|WI|19-05-2008
South Highway|Providence|South Carolina|PA|25-05-2008
Cerrillos Road|Augusta|Iowa|WY|03-07-2008
Lawrenceville Suwanee|Richmond|Minnesota|SD|19-01-2007
Timberlane Drive|Providence|Kansas|GA|13-07-2008
Cleveland Ave.|Tallahassee|New Jersey|ID|13-04-2008
Greenwood Road|Des Moines|Vermont|AL|24-11-2007
Redwood Highway|Juneau|Utah|OR|24-01-2008
Santa Rosa North|Atlanta|Texas|RI|06-04-2007
Via Real|Springfield|Kansas|NC|10-02-2007
Moreno Drive|Albany|Wyoming|KY|26-06-2008
Camelback Rd|Lincoln|Rhode Island|IN|21-09-2007
Santa Rosa South|Albany|Washington|KS|11-02-2008
Via Real|Carson City|Kansas|NH|18-03-2007
Timberlane Drive|Richmond|Illinois|AR|30-03-2008
East Main Street|Helena|Delaware|IA|15-05-2008
Via Real|Montpelier|Utah|KY|01-11-2007
San Luis Obispo North|Salem|Iowa|MD|23-08-2008
Carpinteria North|Olympia|Maine|AZ|12-09-2007
Cleveland Ave.|Richmond|Massachusetts|WV|14-07-2007
N Kentwood|Indianapolis|Rhode Island|NJ|17-08-2008
E Fowler Avenue|Raleigh|Florida|CT|25-12-2007
Castillo Drive|Atlanta|Pennsylvania|PA|22-10-2007
Santa Rosa South|Atlanta|Rhode Island|VT|05-04-2008
Cleveland Ave.|Dover|Wisconsin|OK|05-05-2008
Santa Rosa North|Honolulu|Indiana|UT|25-10-2007
E Fowler Avenue|Trenton|Pennsylvania|AL|11-05-2008
Calle Real|Madison|Mississippi|DE|07-04-2007
El Camino Real|Pierre|Utah|MI|27-12-2008
East Main Street|Juneau|Illinois|TX|08-11-2007
Castillo Drive|Santa Fe|Indiana|ID|18-06-2007
San Luis Obispo North|Richmond|Florida|IA|29-01-2008
North Preisker Lane|Augusta|Ohio|MI|05-10-2008
Cleveland Ave.|Topeka|Mississippi|AZ|15-04-2007
North Ventu Park Road|Springfield|Washington|KS|11-03-2008
Carpinteria Avenue|Saint Paul|New Hampshire|OR|18-06-2007
Hutchinson Rd|Concord|Georgia|WA|20-01-2007
Carpinteria North|Providence|Rhode Island|AR|03-04-2007
Cleveland Ave.|Augusta|Massachusetts|NV|07-06-2008
Santa Ana Freeway|Trenton|Hawaii|MO|13-03-2007
North Ventu Park Road|Phoenix|Minnesota|MD|22-04-2008
North Atherton Street|Boston|Arkansas|WA|20-11-2007
N Kentwood|Providence|Wisconsin|IL|15-11-2008
Via Real|Albany|Maine|AR|28-12-2008
Hutchinson Rd|Boise|New Hampshire|WA|06-07-2008
N Harrison St|Indianapolis|Texas|LA|14-02-2008
Carpinteria South|Juneau|Washington|FL|08-11-2007
Timberlane Drive|Des Moines|Delaware|IA|17-11-2008
Lake Tahoe Blvd.|Salem|Indiana|IA|17-02-2008
Tanger Blvd|Topeka|Georgia|MN|03-09-2008
Santa Ana Freeway|Bismarck|Wisconsin|VT|30-04-2008
Lake Tahoe Blvd.|Columbia|South Carolina|TN|29-06-2007
Cabrillo Highway|Pierre|Texas|VA|23-10-2008
Timberlane Drive|Lansing|Nevada|WI|03-01-2007
Hutchinson Rd|Augusta|Indiana|ID|25-06-2007
Jean de la Fontaine|Lincoln|Nebraska|SD|07-02-2008
North Ventu Park Road|Madison|Ohio|AK|05-12-2008
Tully Road East|Charleston|New Hampshire|AR|21-11-2007
Santa Rosa South|Des Moines|New York|MD|21-09-2007
South Roosevelt Drive|Providence|Wisconsin|CA|12-11-2008
Steele Lane|Harrisburg|North Dakota|ND|22-01-2008
Cerrillos Road|Raleigh|Kentucky|NE|30-03-2008
French Camp Turnpike Roa|d               Olympia|Alaska|IL|26-10-2008
Via Real|Baton Rouge|Iowa|CO|17-09-2007
San Diego Freeway|Phoenix|North Dakota|AR|05-11-2007
Castillo Drive|Honolulu|Wyoming|DE|04-05-2008
East Calle Primera|Madison|Vermont|NE|05-08-2008
S Rustle St|Saint Paul|Indiana|KS|30-08-2007
Bayshore Freeway|Columbus|Maryland|NH|20-07-2007
W. Russell St.|Santa Fe|New Jersey|IN|08-02-2007
East Fry Blvd.|Concord|Tennessee|DE|13-04-2008
North Erringer Road|Des Moines|Hawaii|NY|26-12-2008
Tully Road East|Concord|Texas|CO|30-04-2007
San Simeon|Lansing|Tennessee|MT|20-05-2007
Apalachee Parkway|Juneau|Massachusetts|DE|28-01-2008
S Rustle St|Olympia|Ohio|OK|04-06-2008
San Diego Freeway|Tallahassee|Delaware|KS|10-11-2008
Santa Rosa North|Denver|Washington|WY|26-03-2007
South Highway|Boise|Iowa|FL|06-07-2008
Santa Monica Road|Columbus|Nevada|IA|22-01-2007
Apalachee Parkway|Bismarck|Oklahoma|ID|11-05-2007
Santa Rosa South|Saint Paul|Delaware|WA|19-01-2008
Lawrenceville Suwanee|Boise|Hawaii|DE|06-07-2008
S Rustle St|Cheyenne|Arkansas|SD|21-11-2008
North Broadway Street|Atlanta|Arkansas|SD|09-02-2007
Santa Rosa South|Atlanta|Louisiana|AK|03-04-2007
Fairview Avenue|Topeka|Tennessee|CA|04-08-2008
North Atherton Street|Boston|Florida|MS|11-02-2008
East 1st Street|Olympia|Minnesota|MS|05-10-2008
Carpinteria South|Lansing|South Carolina|NC|21-06-2008
Milpas Street|Atlanta|Delaware|FL|15-07-2008
Greenwood Road|Jefferson City|Oklahoma|RI|12-02-2008
Richmond Hill|Charleston|Illinois|MN|25-05-2008
Camelback Rd|Indianapolis|Pennsylvania|WI|22-11-2007
Carpinteria South|Phoenix|New York|ND|08-04-2008
San Luis Obispo North|Salem|Florida|LA|03-12-2007
Milpas Street|Carson City|Virginia|DE|03-12-2007
Carpinteria Avenue|Pierre|Massachusetts|MI|18-02-2007
Westside Freeway|Carson City|Vermont|NJ|13-11-2008
Timberlane Drive|Montgomery|Mississippi|TN|17-05-2007
Lindbergh Blvd|Columbus|Tennessee|OK|27-12-2007
Calle Real|Columbus|North Carolina|NM|03-06-2007
French Camp Turnpike Roa|d               Augusta|Tennessee|GA|17-11-2007
Apalachee Parkway|Madison|Kentucky|WV|25-08-2007
South Highway|Olympia|New Hampshire|MO|27-08-2007
Lake Tahoe Blvd.|Juneau|Massachusetts|FL|21-02-2008
Cabrillo Highway|Charleston|Nebraska|OR|16-11-2008
Redwood Highway|Indianapolis|Michigan|ID|27-12-2007
Grandview Drive|Oklahoma City|Vermont|IL|24-03-2008
Richmond Hill|Providence|California|WA|15-11-2007
San Luis Obispo North|Salt Lake City|Montana|CO|04-02-2008
San Marcos|Raleigh|New Hampshire|OK|20-05-2007
Redwood Highway|Dover|Tennessee|MI|30-07-2007
Santa Rosa South|Helena|Alaska|IA|14-01-2007
Tully Road East|Concord|South Dakota|NE|26-03-2008
Pacific Hwy S|Little Rock|Rhode Island|AR|02-11-2008
Santa Rosa North|Concord|Wyoming|VT|17-10-2007
Redwood Highway|Nashville|Kentucky|MN|01-10-2008
Santa Rosa North|Honolulu|Georgia|PA|26-03-2008
Newbury Road|Salem|Michigan|AR|07-06-2008
Tanger Blvd|Lincoln|North Dakota|MS|30-09-2007
North Atherton Street|Atlanta|New Hampshire|CA|22-04-2008
Hutchinson Rd|Montpelier|Michigan|KS|11-08-2008
Newbury Road|Nashville|Vermont|ND|14-10-2008
Carpinteria Avenue|Tallahassee|Arizona|MA|05-04-2008
East Main Street|Concord|Arizona|TN|19-09-2007
Harry S Truman Blvd|Frankfort|Pennsylvania|WA|19-03-2008
Bailard Avenue|Richmond|Arkansas|MS|24-10-2007
Lawrenceville Suwanee|Denver|Louisiana|MA|24-10-2007
San Ysidro Blvd|Olympia|Michigan|NV|29-02-2008
Tanger Blvd|Trenton|Arkansas|WI|31-10-2008
Milpas Street|Carson City|Delaware|SD|17-09-2007
Bayshore Freeway|Hartford|California|MA|03-08-2008
Padre Boulevard|Hartford|Montana|HI|27-12-2007
Santa Monica Road|Santa Fe|Mississippi|WY|08-11-2007
San Diego Freeway|Pierre|California|OK|22-11-2008
East Calle Primera|Jefferson City|Minnesota|SD|14-07-2008
Burnett Road|Oklahoma City|Texas|WV|07-09-2008
Burnett Road|Little Rock|Minnesota|CT|22-05-2007
Jean de la Fontaine|Atlanta|Washington|PA|01-06-2008
Cabrillo Highway|Frankfort|Louisiana|OR|24-06-2008
South Roosevelt Drive|Denver|Washington|MI|26-11-2008
Camelback Rd|Dover|New Mexico|KY|17-09-2007
Cleveland Ave.|Columbus|Illinois|VA|26-09-2008
Santa Ana Freeway|Denver|Indiana|NV|05-12-2008
Padre Boulevard|Trenton|Kansas|CO|20-12-2007
E Fowler Avenue|Madison|West Virginia|MI|18-09-2008
North Erringer Road|Oklahoma City|Vermont|MT|18-02-2008
Westside Freeway|Atlanta|North Carolina|MN|26-03-2008
Harry S Truman Blvd|Saint Paul|California|NV|01-06-2008
East Fry Blvd.|Cheyenne|Kentucky|NH|21-01-2008
N Harrison St|Jackson|Vermont|UT|23-01-2007
Carpinteria Avenue|Baton Rouge|Arizona|VT|27-10-2008
Cabrillo Highway|Boston|Illinois|OH|08-05-2007
East Calle Primera|Topeka|Missouri|AZ|13-03-2008
Santa Monica Road|Lincoln|Oklahoma|SD|18-10-2008
Richmond Hill|Columbus|Utah|IL|06-02-2007
Carpinteria Avenue|Santa Fe|Nebraska|NE|05-12-2008
Jones Road|Santa Fe|California|WA|20-03-2007
Richmond Hill|Providence|Montana|KY|17-04-2008
Santa Ana Freeway|Harrisburg|Louisiana|AR|10-02-2007
North Ventu Park Road|Pierre|South Carolina|PA|18-04-2007
Burnett Road|Columbia|Idaho|IL|02-04-2007
Grandview Drive|Austin|Minnesota|AZ|25-11-2007
Calle Real|Indianapolis|Delaware|NH|20-08-2008
Redwood Highway|Little Rock|Massachusetts|AK|19-04-2008
N Harrison St|Sacramento|Vermont|AR|22-11-2008
Redwood Highway|Austin|Idaho|ME|02-10-2008
North Erringer Road|Baton Rouge|Virginia|AK|08-07-2008
San Simeon|Salt Lake City|California|NY|07-02-2008
San Diego Freeway|Des Moines|Nebraska|KS|01-06-2008
San Luis Obispo North|Madison|New Mexico|SD|01-02-2008
Harbor Dr|Raleigh|North Carolina|VA|09-03-2008
San Ysidro Blvd|Phoenix|Rhode Island|AR|11-05-2008
Carpinteria South|Salem|Wyoming|NV|04-09-2008
Carpinteria Avenue|Jackson|North Carolina|WA|09-05-2007
Fontaine Road|Montpelier|Texas|ME|25-02-2008
Calle Real|Saint Paul|Georgia|GA|23-12-2007
Newbury Road|Little Rock|Minnesota|ME|11-12-2008
North Preisker Lane|Saint Paul|South Carolina|LA|28-03-2008
S Rustle St|Richmond|Connecticut|NJ|16-12-2007
Carpinteria North|Bismarck|Wisconsin|MO|29-10-2007
Via Real|Lincoln|Nebraska|GA|06-05-2008
San Ysidro Blvd|Helena|Idaho|HI|15-11-2008
Santa Monica Road|Boston|Hawaii|WI|09-08-2007
Harry S Truman Blvd|Austin|New Hampshire|TX|01-08-2007
South Highway|Boise|Kentucky|TX|26-08-2007
Santa Ana Freeway|Montgomery|Florida|CT|22-04-2007
San Marcos|Providence|Colorado|ME|21-09-2007
Fairview Avenue|Tallahassee|North Dakota|NC|30-11-2008
N Kentwood|Topeka|Arizona|MN|17-03-2007
Cabrillo Highway|Annapolis|West Virginia|FL|04-04-2007
Westside Freeway|Charleston|Nevada|TN|06-12-2008
Hutchinson Rd|Helena|Illinois|NV|15-09-2008
N Kentwood|Boston|Alabama|IA|03-08-2008
San Diego Freeway|Denver|Wyoming|CA|07-07-2008
Grandview Drive|Trenton|Hawaii|NH|11-10-2007
Santa Rosa North|Atlanta|Illinois|OK|28-07-2007
San Ysidro Blvd|Hartford|Nevada|MD|21-01-2008
South Roosevelt Drive|Jefferson City|Iowa|ME|06-11-2008
N Kentwood|Boston|New Jersey|MT|22-04-2007
French Camp Turnpike Roa|d               Lincoln|Alabama|IA|11-02-2007
Fairview Avenue|Pierre|Missouri|MT|26-05-2007
Calle Real|Santa Fe|Arizona|NH|03-05-2008
Bailard Avenue|Topeka|Washington|DE|29-01-2007
Richmond Hill|Cheyenne|Washington|AZ|27-07-2007
Padre Boulevard|Nashville|Nebraska|MA|24-12-2007
North Atherton Street|Baton Rouge|Pennsylvania|MN|12-03-2008
S Rustle St|Montpelier|Rhode Island|AL|21-07-2007
Lake Tahoe Blvd.|Harrisburg|Kentucky|MS|28-02-2008
Bailard Avenue|Santa Fe|New York|MO|14-09-2008
San Ysidro Blvd|Boston|Texas|MI|09-10-2008
Fontaine Road|Trenton|South Dakota|SC|08-03-2008
Milpas Street|Bismarck|Colorado|AL|18-06-2007
North Preisker Lane|Jefferson City|Rhode Island|MO|23-08-2008
Bailard Avenue|Little Rock|Wisconsin|FL|11-03-2007
Bayshore Freeway|Atlanta|Nevada|VT|21-06-2008
French Camp Turnpike Roa|d               Frankfort|Hawaii|NC|06-05-2008
East Main Street|Lansing|Iowa|MA|27-07-2007
Bailard Avenue|Honolulu|Illinois|RI|23-04-2008
Steele Lane|Columbus|Minnesota|NM|28-12-2008
Carpinteria Avenue|Santa Fe|Hawaii|ME|13-08-2007
San Ysidro Blvd|Montpelier|Nevada|FL|20-03-2007
Bayshore Freeway|Dover|Nevada|NJ|24-03-2007
San Simeon|Nashville|Alaska|NE|28-02-2007
South Highway|Montgomery|Pennsylvania|ME|08-05-2008
French Camp Turnpike Roa|d               Nashville|Alaska|ND|28-04-2008
Richmond Hill|Jefferson City|California|UT|17-03-2007
Burnett Road|Madison|Georgia|OK|31-10-2007
Bailard Avenue|Lansing|New Jersey|WA|01-04-2007
Milpas Street|Tallahassee|Mississippi|NY|13-08-2007
Calle Real|Concord|Alabama|VT|12-03-2008
Carpinteria Avenue|Lincoln|Oregon|KY|15-02-2008
S Rustle St|Pierre|West Virginia|NC|21-08-2007
Fairview Avenue|Indianapolis|Arizona|VA|08-10-2008
South Roosevelt Drive|Jefferson City|Oregon|NH|11-05-2007
Padre Boulevard|Richmond|Kansas|OR|11-12-2008
Cleveland Ave.|Oklahoma City|Kansas|CA|19-10-2007
Steele Lane|Salem|Florida|WI|25-03-2008
Carpinteria North|Jefferson City|Nevada|WA|24-11-2008
Carpinteria South|Little Rock|Rhode Island|WI|06-07-2008
Santa Ana Freeway|Springfield|North Carolina|WY|18-04-2007
Redwood Highway|Oklahoma City|Wisconsin|KY|03-02-2008
San Ysidro Blvd|Madison|Utah|TN|23-06-2007
Bowles Avenue|Boise|Michigan|GA|29-11-2007
Calle Real|Concord|Alaska|TN|26-06-2007
Richmond Hill|Santa Fe|Alaska|ND|18-10-2008
Via Real|Lincoln|New Mexico|AK|16-10-2007
Fairview Avenue|Richmond|Arizona|VT|22-03-2007
Lake Tahoe Blvd.|Indianapolis|New Hampshire|UT|02-03-2008
North Ventu Park Road|Jackson|Pennsylvania|MD|17-06-2007
French Camp Turnpike Roa|d               Denver|Ohio|TX|08-10-2008
Westside Freeway|Tallahassee|Missouri|OK|03-01-2007
San Ysidro Blvd|Austin|South Dakota|IN|26-05-2008
San Diego Freeway|Nashville|Arkansas|SD|24-07-2007
Steele Lane|Des Moines|Oregon|UT|20-07-2007
Milpas Street|Montpelier|South Dakota|NE|07-03-2008
Westside Freeway|Atlanta|Nebraska|RI|18-11-2007
North Preisker Lane|Little Rock|Oregon|FL|06-09-2008
Santa Ana Freeway|Columbus|Wyoming|WA|03-12-2008
Fontaine Road|Tallahassee|Iowa|NH|08-02-2007
San Ysidro Blvd|Albany|Utah|LA|06-01-2008
Steele Lane|Austin|West Virginia|ND|26-05-2008
Monroe Street|Columbia|Nevada|MD|25-06-2007
North Erringer Road|Olympia|Georgia|KY|08-08-2008
Katella Avenue|Olympia|Mississippi|RI|13-11-2008
Bailard Avenue|Topeka|Idaho|GA|19-11-2008
Lake Tahoe Blvd.|Dover|Rhode Island|OR|09-07-2008
East Calle Primera|Bismarck|Texas|PA|08-02-2007
Richmond Hill|Tallahassee|Virginia|IA|20-05-2007
Hutchinson Rd|Springfield|South Dakota|WV|19-02-2008
N Harrison St|Atlanta|Oklahoma|NY|07-03-2008
Padre Boulevard|Columbia|Colorado|ID|28-06-2007
Steele Lane|Juneau|North Carolina|ME|12-01-2008
W. Russell St.|Salem|Rhode Island|UT|18-07-2007
San Marcos|Lincoln|South Carolina|NY|07-09-2008
North Ventu Park Road|Honolulu|Wyoming|OH|14-06-2008
Woodson Rd.|Cheyenne|Maryland|NC|24-12-2008
Santa Monica Road|Providence|Oregon|WV|30-07-2008
Erringer Road|Helena|North Dakota|ND|20-06-2007
Santa Ana Freeway|Topeka|Washington|AL|27-02-2008
Milpas Street|Augusta|Delaware|MS|22-01-2007
Tully Road East|Montgomery|Utah|SD|15-11-2008
Bayshore Freeway|Honolulu|Vermont|NM|09-03-2007
Grandview Drive|Topeka|Nebraska|VT|09-10-2008
Moreno Drive|Juneau|Arizona|NV|25-06-2007
Santa Rosa North|Jackson|Alaska|MO|26-07-2008
El Camino Real|Nashville|Nevada|SD|15-01-2007
Lake Tahoe Blvd.|Phoenix|California|CT|18-02-2007
E Fowler Avenue|Austin|New Hampshire|IA|10-02-2007
Camelback Rd|Frankfort|Oklahoma|LA|11-12-2008
Cabrillo Highway|Nashville|Ohio|AK|26-08-2008
Camelback Rd|Jefferson City|Indiana|CO|09-03-2007
Jean de la Fontaine|Lincoln|Illinois|ME|24-04-2007
Carpinteria South|Atlanta|Iowa|RI|21-08-2007
South Highway|Pierre|Wisconsin|KY|13-11-2007
San Simeon|Tallahassee|Minnesota|NY|20-02-2008
Santa Ana Freeway|Albany|Colorado|ID|11-11-2007
Santa Rosa South|Frankfort|South Dakota|NH|02-06-2007
Burnett Road|Springfield|Maine|MA|28-03-2007
South Roosevelt Drive|Helena|Texas|MT|21-04-2008
North Erringer Road|Concord|Illinois|GA|14-05-2007
North Erringer Road|Springfield|New Hampshire|NH|17-06-2007
Cabrillo Highway|Albany|Ohio|WV|01-10-2008
Bailard Avenue|Columbia|Missouri|AK|29-06-2008
Richmond Hill|Columbus|North Carolina|MN|04-08-2007
Greenwood Road|Boston|Indiana|ME|14-05-2008
Jean de la Fontaine|Augusta|Vermont|CT|04-05-2008
Jones Road|Carson City|Ohio|IN|30-06-2008
Bowles Avenue|Jackson|Arkansas|NC|27-09-2007
Tanger Blvd|Des Moines|California|NH|01-10-2007
San Simeon|Boston|Texas|OR|28-01-2007
French Camp Turnpike Roa|d               Bismarck|Nebraska|AZ|23-09-2007
Santa Ana Freeway|Lansing|Oregon|AK|15-05-2007
Grandview Drive|Indianapolis|Oklahoma|IN|29-01-2007
San Simeon|Sacramento|Georgia|KS|19-09-2008
East Main Street|Albany|Virginia|WV|23-05-2008
Greenwood Road|Dover|Colorado|VT|08-10-2007
Santa Rosa North|Nashville|California|MS|20-10-2007
East Main Street|Baton Rouge|Idaho|TX|27-02-2007
North Ventu Park Road|Des Moines|Tennessee|PA|27-08-2008
Bowles Avenue|Juneau|New York|OH|18-12-2008
Apalachee Parkway|Des Moines|North Dakota|MN|14-03-2008
Cerrillos Road|Richmond|Idaho|MS|19-08-2008
Westside Freeway|Topeka|Illinois|ID|03-04-2008
Santa Ana Freeway|Santa Fe|West Virginia|AL|29-04-2007
Greenwood Road|Springfield|Minnesota|CA|13-04-2007
Lake Tahoe Blvd.|Montpelier|Utah|VA|09-04-2008
Steele Lane|Albany|Rhode Island|RI|04-10-2007
North Preisker Lane|Baton Rouge|North Carolina|UT|30-07-2008
Greenwood Road|Albany|Mississippi|MN|31-03-2007
Via Real|Jefferson City|Montana|FL|24-04-2008
San Simeon|Trenton|Georgia|MI|05-03-2007
El Camino Real|Cheyenne|Vermont|CO|19-08-2007
East Calle Primera|Jefferson City|South Dakota|WI|21-06-2008
Lawrenceville Suwanee|Boise|Maryland|LA|24-09-2008
Cleveland Ave.|Dover|Louisiana|KS|06-02-2008
Cleveland Ave.|Augusta|Arkansas|NY|14-12-2008
Bailard Avenue|Providence|Colorado|RI|06-10-2007
Fairview Avenue|Annapolis|Illinois|NV|04-06-2007
Corona Del Mar|Augusta|Utah|CT|02-09-2007
Santa Rosa North|Lincoln|Nevada|VT|26-06-2008
Cleveland Ave.|Des Moines|Maryland|CT|29-08-2008
Lindbergh Blvd|Columbus|Ohio|RI|19-01-2007
San Simeon|Bismarck|Nevada|NY|20-08-2008
Camelback Rd|Columbia|West Virginia|HI|29-01-2007
Katella Avenue|Nashville|West Virginia|IN|06-03-2007
Corona Del Mar|Oklahoma City|Nevada|VA|14-10-2008
Milpas Street|Helena|California|LA|30-09-2007
N Harrison St|Harrisburg|New Jersey|NE|09-04-2007
Hutchinson Rd|Olympia|Illinois|KS|02-10-2007
Santa Rosa South|Madison|Pennsylvania|WI|01-09-2007
Redwood Highway|Denver|Wisconsin|KS|15-02-2008
San Ysidro Blvd|Raleigh|Indiana|VT|02-12-2008
Redwood Highway|Carson City|West Virginia|OH|21-08-2008
Via Real|Jefferson City|Indiana|NH|06-02-2008
North Broadway Street|Salem|New Hampshire|MO|23-11-2008
Steele Lane|Hartford|New Mexico|KS|11-07-2007
Bailard Avenue|Saint Paul|Montana|WY|06-11-2008
Santa Rosa South|Providence|Illinois|NY|05-03-2007
Harbor Dr|Salt Lake City|Tennessee|PA|28-06-2008
Cabrillo Highway|Raleigh|Mississippi|HI|25-06-2007
Carpinteria Avenue|Columbia|Massachusetts|MN|13-11-2008
Carpinteria South|Santa Fe|Maine|VA|23-10-2007
Steele Lane|Jefferson City|Tennessee|KY|19-02-2007
Jean de la Fontaine|Concord|North Carolina|NE|14-07-2007
Corona Del Mar|Charleston|New Hampshire|KY|11-12-2007
Santa Rosa South|Montgomery|Iowa|NM|28-07-2007
San Luis Obispo North|Salem|Tennessee|GA|04-12-2008
Carpinteria Avenue|Columbus|Arkansas|TX|31-07-2008
Cleveland Ave.|Sacramento|South Dakota|MD|05-05-2008
Katella Avenue|Springfield|Wyoming|PA|18-12-2007
Richmond Hill|Springfield|Mississippi|WV|03-08-2008
Fairview Avenue|Albany|North Carolina|AL|04-09-2007
North Broadway Street|Santa Fe|Idaho|MT|06-05-2007
Newbury Road|Trenton|New Hampshire|VT|23-06-2007
Santa Ana Freeway|Concord|Vermont|AR|19-06-2008
Lawrenceville Suwanee|Columbus|California|MN|22-08-2007
Castillo Drive|Nashville|Virginia|FL|10-10-2008
Greenwood Road|Jackson|Arkansas|NE|05-03-2007
Jones Road|Montpelier|New Jersey|CA|03-09-2007
Bayshore Freeway|Bismarck|Louisiana|ID|23-12-2007
E Fowler Avenue|Phoenix|Georgia|OR|23-01-2008
Newbury Road|Juneau|Georgia|RI|21-10-2008
Cerrillos Road|Austin|Vermont|NV|28-05-2007
San Marcos|Raleigh|Ohio|NJ|13-12-2008
Harry S Truman Blvd|Augusta|Ohio|NJ|23-04-2007
Cabrillo Highway|Oklahoma City|Tennessee|WV|30-06-2007
Burnett Road|Boise|South Dakota|KS|25-05-2008
El Camino Real|Frankfort|New Hampshire|AK|27-08-2007
East Calle Primera|Augusta|Minnesota|NY|10-10-2008
Lake Tahoe Blvd.|Indianapolis|Tennessee|TN|19-11-2008
N Kentwood|Salt Lake City|Virginia|TX|02-04-2008
San Diego Freeway|Salt Lake City|Indiana|NJ|06-08-2007
Bayshore Freeway|Hartford|Georgia|KY|21-04-2007
Cabrillo Highway|Sacramento|Hawaii|ID|21-05-2007
Westside Freeway|Austin|Utah|NC|10-11-2007
Timberlane Drive|Des Moines|New Hampshire|OH|15-01-2007
North Erringer Road|Harrisburg|Alabama|NJ|29-07-2007
East Main Street|Little Rock|New Mexico|KY|17-06-2008
Carpinteria North|Saint Paul|Illinois|NY|21-08-2007
Fairview Avenue|Boston|Indiana|OK|29-07-2008
East Calle Primera|Indianapolis|Illinois|VT|03-03-2008
Cerrillos Road|Atlanta|Rhode Island|TN|07-07-2007
Fontaine Road|Atlanta|Kentucky|OK|02-06-2007
Jones Road|Madison|Massachusetts|FL|19-09-2008
Moreno Drive|Baton Rouge|Kentucky|WI|01-02-2007
Bowles Avenue|Nashville|New Hampshire|GA|07-08-2008
